idno,stflife,gndr,cntry
25662,8,1,EE
25664,9,2,EE
25666,3,1,EE
25667,5,1,EE
25680,10,1,EE
25682,8,2,EE
25703,10,2,EE
25716,5,2,EE
25742,4,1,EE
25747,8,2,EE
25756,10,2,EE
25761,10,1,EE
25771,9,2,EE
25773,7,2,EE
25774,7,1,EE
25791,8,1,EE
25793,5,1,EE
25795,9,1,EE
25808,10,1,EE
25814,7,2,EE
25815,9,1,EE
25834,6,1,EE
25835,10,2,EE
25836,8,1,EE
25837,10,2,EE
25846,8,2,EE
25855,6,1,EE
25856,8,1,EE
25857,6,2,EE
25870,8,1,EE
25877,8,1,EE
25882,7,2,EE
25892,9,2,EE
25895,6,1,EE
25897,9,2,EE
25899,8,2,EE
25900,7,1,EE
25917,7,1,EE
25931,8,1,EE
25942,9,2,EE
25947,7,2,EE
25958,8,2,EE
25972,9,2,EE
25977,7,1,EE
25982,3,2,EE
26026,5,1,EE
26038,10,2,EE
26039,5,1,EE
26041,8,2,EE
26051,7,1,EE
26059,7,2,EE
26102,8,1,EE
26109,9,2,EE
26122,9,2,EE
26149,8,2,EE
26151,6,2,EE
26152,7,2,EE
26153,6,2,EE
26165,8,2,EE
26170,10,1,EE
26182,8,1,EE
26184,10,1,EE
26260,9,2,EE
26266,5,1,EE
26284,10,2,EE
26301,5,1,EE
26310,8,2,EE
26311,8,1,EE
26318,6,2,EE
26329,7,1,EE
26336,8,2,EE
26343,10,2,EE
26361,6,2,EE
26368,7,2,EE
26373,8,2,EE
26380,0,2,EE
26381,8,2,EE
26397,6,2,EE
26398,2,1,EE
26400,10,2,EE
26404,7,1,EE
26412,7,2,EE
26421,10,1,EE
26443,8,2,EE
26447,9,2,EE
26450,6,1,EE
26467,8,1,EE
26470,6,1,EE
26475,9,1,EE
26514,7,1,EE
26518,10,2,EE
26525,5,2,EE
26537,6,2,EE
26567,9,1,EE
26577,8,1,EE
26578,5,2,EE
26593,6,1,EE
26596,8,2,EE
26614,5,1,EE
26621,8,2,EE
26649,8,1,EE
26659,6,2,EE
26664,8,1,EE
26687,9,2,EE
26701,7,2,EE
26716,6,1,EE
26747,8,1,EE
26754,5,1,EE
26785,10,1,EE
26789,5,2,EE
26796,9,2,EE
26800,5,1,EE
26804,8,1,EE
26815,9,2,EE
26818,8,2,EE
26819,8,1,EE
26830,5,2,EE
26833,9,2,EE
26843,2,1,EE
26849,10,1,EE
26850,8,2,EE
26854,5,2,EE
26872,5,2,EE
26877,7,2,EE
26878,7,1,EE
26887,5,1,EE
26899,7,1,EE
26918,1,2,EE
26947,8,1,EE
26972,6,2,EE
26984,7,1,EE
26986,6,1,EE
27020,8,2,EE
27022,8,2,EE
27035,10,2,EE
27056,5,1,EE
27099,8,2,EE
27109,6,2,EE
27118,10,2,EE
27129,6,1,EE
27131,9,1,EE
27139,0,2,EE
27141,5,1,EE
27142,9,2,EE
27149,7,2,EE
27158,8,1,EE
27172,10,2,EE
27193,7,1,EE
27194,4,2,EE
27201,6,2,EE
27204,9,1,EE
27207,10,2,EE
27228,7,1,EE
27234,7,2,EE
27236,8,2,EE
27238,8,1,EE
27254,8,2,EE
27256,10,2,EE
27259,7,2,EE
27284,5,2,EE
27298,3,1,EE
27308,7,2,EE
27339,8,1,EE
27343,8,1,EE
27368,8,2,EE
27380,10,2,EE
27390,7,2,EE
27401,7,2,EE
27427,8,1,EE
27433,7,2,EE
27443,8,2,EE
27459,7,1,EE
27477,8,1,EE
27482,10,2,EE
27486,8,2,EE
27497,9,2,EE
27505,8,2,EE
27542,8,2,EE
27545,7,2,EE
27548,9,1,EE
27551,8,2,EE
27586,7,2,EE
27616,8,2,EE
27629,7,2,EE
27652,6,1,EE
27663,9,2,EE
27674,7,2,EE
27680,10,2,EE
27682,7,1,EE
27693,9,2,EE
27695,8,1,EE
27707,7,2,EE
27710,6,2,EE
27720,8,1,EE
27731,8,2,EE
27733,5,2,EE
27760,7,1,EE
27775,8,2,EE
27794,10,2,EE
27845,7,1,EE
27848,8,2,EE
27866,3,1,EE
27870,5,2,EE
27891,10,1,EE
27892,9,2,EE
27899,7,2,EE
27902,9,1,EE
27904,10,1,EE
27919,9,1,EE
10003,10,2,FI
10004,8,1,FI
10017,3,2,FI
10018,9,2,FI
10044,10,2,FI
10048,7,2,FI
10053,7,1,FI
10055,8,1,FI
10059,8,1,FI
10072,8,2,FI
10077,10,1,FI
10104,8,1,FI
10107,8,1,FI
10112,8,1,FI
10114,10,1,FI
10141,10,2,FI
10180,10,1,FI
10183,10,1,FI
10185,2,2,FI
10186,9,2,FI
10219,10,2,FI
10230,8,2,FI
10245,9,2,FI
10262,5,1,FI
10268,10,2,FI
10271,9,1,FI
10279,10,2,FI
10283,10,2,FI
10298,8,1,FI
10300,10,2,FI
10302,9,2,FI
10313,8,2,FI
10320,9,2,FI
10328,9,2,FI
10329,10,1,FI
10333,8,2,FI
10340,8,2,FI
10372,7,2,FI
10379,9,1,FI
10398,8,1,FI
10421,8,1,FI
10432,7,2,FI
10443,8,2,FI
10445,8,2,FI
10454,10,1,FI
10460,9,1,FI
10465,8,1,FI
10482,8,1,FI
10484,8,1,FI
10488,1,2,FI
10490,9,1,FI
10542,8,2,FI
10552,3,2,FI
10557,8,2,FI
10561,8,1,FI
10566,7,1,FI
10573,8,2,FI
10574,9,2,FI
10575,7,1,FI
10580,9,2,FI
10598,10,2,FI
10599,5,1,FI
10616,8,2,FI
10627,7,2,FI
10634,8,2,FI
10640,10,1,FI
10648,7,2,FI
10664,10,1,FI
10684,2,2,FI
10687,8,1,FI
10699,9,2,FI
10703,5,1,FI
10712,10,2,FI
10724,10,1,FI
10735,8,2,FI
10766,8,2,FI
10783,6,1,FI
10784,9,1,FI
10795,9,1,FI
10812,10,2,FI
10828,9,2,FI
10865,9,2,FI
10875,10,1,FI
10892,8,1,FI
10897,10,2,FI
10901,5,2,FI
10908,8,2,FI
10913,10,1,FI
10928,7,1,FI
10958,8,2,FI
10974,9,2,FI
10998,9,2,FI
11021,8,1,FI
11039,10,2,FI
11047,10,1,FI
11058,10,2,FI
11065,7,1,FI
11070,8,1,FI
11105,8,1,FI
11120,7,2,FI
11128,9,1,FI
11130,7,2,FI
11131,10,1,FI
11135,8,2,FI
11139,8,1,FI
11146,9,2,FI
11164,7,1,FI
11174,9,1,FI
11183,8,2,FI
11195,9,2,FI
11205,8,2,FI
11216,8,2,FI
11227,10,1,FI
11232,9,1,FI
11237,8,1,FI
11251,10,1,FI
11269,8,2,FI
11271,9,2,FI
11298,9,2,FI
11328,9,1,FI
11365,8,1,FI
11368,8,2,FI
11375,3,2,FI
11386,8,2,FI
11387,8,1,FI
11422,9,2,FI
11424,9,2,FI
11429,9,2,FI
11431,10,2,FI
11432,8,1,FI
11433,9,2,FI
11451,6,1,FI
11469,8,1,FI
11487,10,2,FI
11491,9,2,FI
11495,8,2,FI
11503,5,2,FI
11509,10,2,FI
11521,8,2,FI
11526,9,1,FI
11542,8,1,FI
11552,9,2,FI
11573,9,2,FI
11590,9,2,FI
11621,5,2,FI
11630,9,1,FI
11635,6,1,FI
11642,9,2,FI
11647,8,2,FI
11649,0,1,FI
11668,7,2,FI
11672,0,1,FI
11715,8,1,FI
11716,8,2,FI
11720,10,1,FI
11724,9,2,FI
11729,10,2,FI
11734,9,2,FI
11738,8,2,FI
11752,9,2,FI
11754,3,2,FI
11779,8,2,FI
11780,8,2,FI
11786,8,1,FI
11810,9,1,FI
11813,9,1,FI
11818,9,1,FI
11819,9,2,FI
11850,8,1,FI
11854,9,1,FI
11860,9,1,FI
11867,7,1,FI
11868,7,1,FI
11874,8,2,FI
11884,8,2,FI
11911,7,1,FI
11922,7,2,FI
11928,4,1,FI
11938,8,2,FI
11944,7,1,FI
11956,9,1,FI
11962,8,1,FI
11970,10,1,FI
11973,7,2,FI
11974,9,2,FI
11982,7,1,FI
11989,8,2,FI
12008,6,1,FI
12030,7,1,FI
12064,10,2,FI
12068,9,2,FI
12111,8,2,FI
12117,9,1,FI
12118,7,1,FI
12119,8,2,FI
12123,8,2,FI
12125,8,1,FI
12136,9,2,FI
12142,8,2,FI
12157,7,1,FI
12165,8,2,FI
12173,8,1,FI
12178,10,2,FI
12200,8,1,FI
12201,7,1,FI
12216,8,2,FI
12246,1,1,FI
12250,7,1,FI
12254,9,1,FI
12256,7,2,FI
12262,7,1,FI
12291,8,1,FI
12335,9,2,FI
12366,8,1,FI
12375,3,2,FI
12418,9,2,FI
12424,8,2,FI
12476,9,1,FI
12479,8,2,FI
12503,10,2,FI
12571,8,1,FI
12574,9,2,FI
12585,8,1,FI
12602,9,1,FI
12626,9,2,FI
12634,10,1,FI
12676,7,1,FI
12705,9,2,FI
12717,9,1,FI
12723,8,2,FI
12734,10,1,FI
12735,7,2,FI
12768,8,1,FI
12779,8,2,FI
12781,7,2,FI
12783,8,2,FI
12788,8,2,FI
12792,8,1,FI
12803,10,1,FI
12848,8,2,FI
12865,4,2,FI
12870,9,2,FI
12880,9,1,FI
12884,9,2,FI
12900,10,1,FI
12902,10,1,FI
12910,9,1,FI
12915,8,1,FI
12920,7,2,FI
12930,9,1,FI
12931,7,1,FI
12946,9,1,FI
12951,8,2,FI
12961,8,1,FI
12969,8,1,FI
12973,9,2,FI
12974,9,2,FI
12983,9,2,FI
13003,6,2,FI
13005,9,1,FI
13012,9,1,FI
13017,9,1,FI
13019,9,1,FI
13020,7,2,FI
13031,10,2,FI
13032,9,1,FI
13039,8,1,FI
13041,9,1,FI
13103,8,2,FI
13108,9,1,FI
13117,7,2,FI
13127,7,1,FI
13141,7,2,FI
13142,10,1,FI
13165,7,2,FI
13187,7,1,FI
13192,8,1,FI
13199,10,2,FI
13232,9,1,FI
13260,7,2,FI
13282,7,2,FI
13288,7,1,FI
13298,7,1,FI
13303,10,1,FI
13334,9,1,FI
13346,9,1,FI
13350,6,2,FI
13371,8,2,FI
13373,8,2,FI
13381,8,1,FI
13384,9,2,FI
13405,9,2,FI
13408,8,2,FI
13423,9,1,FI
13427,8,1,FI
13441,7,1,FI
13443,8,1,FI
13459,9,2,FI
13464,8,2,FI
13473,8,2,FI
13485,9,2,FI
13497,8,1,FI
13500,8,1,FI
13508,9,1,FI
13510,9,2,FI
13530,10,2,FI
13531,10,2,FI
13548,8,2,FI
13575,8,2,FI
13582,8,1,FI
13590,7,1,FI
13628,3,2,FI
13629,8,1,FI
13637,8,1,FI
13660,7,1,FI
13663,8,2,FI
13665,7,2,FI
13675,8,1,FI
13688,8,1,FI
13691,9,1,FI
13694,8,2,FI
13726,9,1,FI
13749,8,1,FI
13795,8,1,FI
13802,9,2,FI
13804,8,1,FI
13862,9,1,FI
13870,9,1,FI
13876,8,2,FI
13882,9,1,FI
13883,9,2,FI
13884,5,1,FI
13885,8,2,FI
13889,8,2,FI
13892,9,1,FI
13902,10,2,FI
13939,9,2,FI
13950,8,1,FI
13956,10,2,FI
13967,9,1,FI
13970,9,2,FI
13979,9,2,FI
13994,9,1,FI
14006,8,2,FI
14014,8,1,FI
14025,10,2,FI
14033,8,1,FI
14083,9,1,FI
14084,9,1,FI
14090,3,1,FI
14096,9,1,FI
14102,8,2,FI
14115,10,2,FI
14123,7,1,FI
14132,10,2,FI
14147,7,2,FI
14154,10,2,FI
14166,9,1,FI
14169,9,1,FI
14175,9,1,FI
14195,3,1,FI
14197,9,2,FI
14230,8,1,FI
14233,9,2,FI
14239,9,2,FI
14284,8,1,FI
14293,8,1,FI
14305,10,2,FI
14310,9,2,FI
14327,8,1,FI
14347,8,2,FI
14369,9,1,FI
14377,8,1,FI
14380,9,2,FI
14384,7,2,FI
14385,8,1,FI
14390,8,1,FI
14400,4,1,FI
14414,7,1,FI
14452,8,1,FI
14470,9,1,FI
14483,10,2,FI
14500,8,1,FI
14510,9,1,FI
14522,7,2,FI
14526,9,1,FI
14531,7,1,FI
14543,9,1,FI
14544,9,2,FI
14546,5,2,FI
14549,8,2,FI
14579,3,1,FI
14597,7,2,FI
14603,9,1,FI
14618,8,1,FI
14627,8,1,FI
14657,10,2,FI
14668,7,1,FI
14670,8,2,FI
14686,8,1,FI
14692,8,2,FI
14709,6,1,FI
14711,7,2,FI
14722,8,1,FI
14728,10,2,FI
14737,9,1,FI
14748,7,2,FI
14752,2,2,FI
14785,10,1,FI
14792,9,1,FI
14796,9,2,FI
14810,10,2,FI
14820,4,2,FI
14824,8,1,FI
14834,8,1,FI
14838,9,2,FI
14841,9,1,FI
14854,9,1,FI
14864,9,1,FI
14866,10,1,FI
14872,9,1,FI
14877,8,2,FI
14893,7,2,FI
14907,7,2,FI
14908,9,2,FI
14909,9,2,FI
14929,8,2,FI
14930,8,1,FI
14945,9,1,FI
14961,6,2,FI
14975,3,2,FI
14978,9,2,FI
14995,2,2,FI
15044,9,1,FI
15063,7,1,FI
15077,10,2,FI
15082,10,2,FI
15084,8,1,FI
15086,9,2,FI
15115,10,1,FI
15135,7,1,FI
15138,6,1,FI
15156,8,2,FI
15163,6,1,FI
15165,9,1,FI
15166,8,2,FI
15177,9,1,FI
15191,9,2,FI
15209,8,2,FI
15215,8,2,FI
15256,10,1,FI
15257,9,2,FI
15276,8,2,FI
15294,9,1,FI
15296,8,2,FI
15297,8,2,FI
15307,9,2,FI
15333,10,1,FI
15334,10,1,FI
15351,7,1,FI
15360,10,2,FI
15399,7,2,FI
15408,7,1,FI
15419,9,2,FI
15424,10,1,FI
15433,9,2,FI
15443,7,1,FI
15444,9,1,FI
15452,9,2,FI
15455,8,1,FI
15472,8,1,FI
15474,8,2,FI
15481,8,1,FI
15483,9,2,FI
15495,5,2,FI
15508,8,1,FI
15535,9,2,FI
15550,9,2,FI
15565,10,1,FI
15568,5,2,FI
15580,3,1,FI
15582,8,2,FI
15588,9,2,FI
15602,8,2,FI
15603,5,1,FI
15604,7,1,FI
15612,9,1,FI
15614,9,2,FI
15618,10,1,FI
15619,5,2,FI
15628,7,1,FI
15633,6,1,FI
15634,9,2,FI
15646,9,2,FI
15649,7,1,FI
15650,9,2,FI
15653,9,2,FI
15667,10,2,FI
15703,9,1,FI
15720,9,2,FI
15723,9,2,FI
15726,9,2,FI
15733,8,1,FI
15742,3,1,FI
15780,8,1,FI
15820,8,2,FI
15823,8,2,FI
15824,9,2,FI
15834,7,1,FI
15842,8,2,FI
15891,9,2,FI
15892,7,2,FI
15916,10,1,FI
15926,9,2,FI
15933,NA,1,FI
15934,5,1,FI
15936,8,2,FI
15945,8,1,FI
15971,8,2,FI
15972,8,2,FI
15978,7,1,FI
15979,9,1,FI
16004,10,2,FI
16006,7,1,FI
16011,9,1,FI
16030,8,1,FI
16074,9,1,FI
16094,9,1,FI
16116,10,2,FI
16128,9,1,FI
16132,8,2,FI
16148,3,1,FI
16150,10,1,FI
16152,9,1,FI
16188,9,2,FI
16189,9,1,FI
16206,8,2,FI
16242,7,2,FI
16251,8,2,FI
16255,9,1,FI
16289,10,2,FI
16298,9,2,FI
16301,9,2,FI
16308,9,2,FI
16325,7,2,FI
16331,8,1,FI
16337,8,1,FI
16355,6,2,FI
16375,8,2,FI
16378,7,2,FI
16380,6,2,FI
16383,9,2,FI
16388,8,1,FI
16397,8,2,FI
16400,8,2,FI
16401,7,1,FI
16404,7,2,FI
16411,4,2,FI
16414,8,1,FI
16432,10,2,FI
16433,8,2,FI
16436,8,1,FI
16440,5,1,FI
16442,8,1,FI
16452,8,1,FI
16461,7,2,FI
16470,9,1,FI
16537,8,1,FI
16568,6,1,FI
16584,8,1,FI
16585,9,1,FI
16588,9,2,FI
16623,9,1,FI
16632,7,1,FI
16641,9,2,FI
16646,3,2,FI
16651,8,2,FI
16656,8,1,FI
16666,9,2,FI
16677,9,2,FI
16689,9,1,FI
16703,9,1,FI
16704,10,2,FI
16712,9,1,FI
16714,10,1,FI
16717,9,1,FI
16720,9,1,FI
16723,8,2,FI
16736,8,2,FI
16738,6,1,FI
16739,8,2,FI
16742,9,2,FI
16760,9,2,FI
16761,8,1,FI
16780,8,1,FI
16788,7,2,FI
16790,9,2,FI
16807,8,2,FI
16837,5,2,FI
16847,6,1,FI
16858,8,2,FI
16866,9,1,FI
16884,8,1,FI
16896,7,2,FI
16902,5,2,FI
16928,8,1,FI
16940,7,1,FI
16943,8,1,FI
16947,9,2,FI
16950,9,1,FI
16951,9,2,FI
16963,8,2,FI
16966,7,1,FI
16974,8,2,FI
16984,9,1,FI
17007,8,1,FI
17030,8,2,FI
17040,8,2,FI
17074,4,1,FI
17078,10,2,FI
17087,3,2,FI
17092,7,1,FI
17105,9,1,FI
17107,7,2,FI
17111,9,1,FI
17123,9,2,FI
17126,6,2,FI
17158,8,1,FI
17163,7,2,FI
17187,9,1,FI
17188,5,1,FI
17196,9,2,FI
17215,9,1,FI
17229,8,2,FI
17231,9,1,FI
17241,8,1,FI
17243,8,2,FI
17244,9,1,FI
17251,10,2,FI
17254,8,2,FI
17258,9,1,FI
17262,9,2,FI
17274,9,2,FI
17293,7,2,FI
17316,1,2,FI
17329,8,1,FI
17346,9,2,FI
17347,10,2,FI
17382,10,1,FI
17390,7,2,FI
17401,10,1,FI
17434,7,2,FI
17450,9,2,FI
17455,7,1,FI
17472,10,1,FI
17481,9,1,FI
17484,9,1,FI
17486,8,1,FI
17498,10,1,FI
17502,10,1,FI
17535,7,2,FI
17541,9,1,FI
17566,9,1,FI
17573,9,1,FI
17582,NA,2,FI
17604,10,2,FI
17613,9,1,FI
17630,8,1,FI
17631,8,2,FI
17639,8,1,FI
17647,4,1,FI
17653,7,2,FI
17655,9,2,FI
17661,8,1,FI
17685,9,1,FI
17686,8,2,FI
17717,8,2,FI
17720,2,1,FI
17734,9,2,FI
17795,9,1,FI
17796,7,1,FI
17819,8,2,FI
17821,7,2,FI
17828,6,2,FI
17833,9,2,FI
17840,8,1,FI
17847,10,1,FI
17851,3,2,FI
17855,7,2,FI
17866,9,2,FI
17868,9,2,FI
17869,9,2,FI
17894,8,1,FI
17903,9,1,FI
17909,5,1,FI
17912,9,2,FI
17913,9,1,FI
17931,5,2,FI
17934,9,2,FI
17935,8,1,FI
17951,8,2,FI
17962,8,1,FI
17968,8,2,FI
17974,8,2,FI
18002,9,1,FI
18009,9,1,FI
18022,8,2,FI
18052,9,1,FI
18059,9,2,FI
18063,9,2,FI
18074,8,1,FI
18079,8,2,FI
18101,7,1,FI
18102,9,2,FI
18109,8,2,FI
18118,7,1,FI
18119,7,2,FI
18129,9,1,FI
18136,8,1,FI
18141,8,2,FI
18142,10,1,FI
18146,9,2,FI
18157,7,2,FI
18171,10,2,FI
18180,5,1,FI
18181,8,2,FI
18190,7,1,FI
18223,4,2,FI
18226,10,2,FI
18232,9,1,FI
18243,8,1,FI
18245,10,1,FI
18251,7,1,FI
18253,9,2,FI
18268,8,2,FI
18290,10,1,FI
18332,7,1,FI
18339,10,1,FI
18347,8,1,FI
18362,7,2,FI
18364,9,2,FI
18374,7,2,FI
18377,8,2,FI
18379,9,2,FI
18396,8,2,FI
18406,9,2,FI
18418,8,1,FI
18424,10,1,FI
18434,9,1,FI
18443,7,2,FI
18458,8,1,FI
18473,9,1,FI
18475,8,1,FI
18485,8,2,FI
18489,9,1,FI
18546,7,1,FI
18574,9,2,FI
18624,9,1,FI
18631,8,1,FI
18635,8,1,FI
18660,10,2,FI
18671,9,2,FI
18674,9,1,FI
18687,10,1,FI
18693,8,1,FI
18695,9,2,FI
18705,9,1,FI
18711,7,1,FI
18717,8,1,FI
18724,9,1,FI
18742,8,2,FI
18788,8,1,FI
18789,5,2,FI
18799,7,1,FI
18810,8,1,FI
18815,9,1,FI
18818,7,1,FI
18825,8,2,FI
18833,8,1,FI
18844,7,1,FI
18851,9,2,FI
18896,10,2,FI
18897,7,2,FI
18904,9,2,FI
18914,8,2,FI
18933,3,1,FI
18943,8,1,FI
18958,10,1,FI
18961,8,2,FI
18973,9,1,FI
18977,8,1,FI
18991,8,2,FI
18999,8,2,FI
19005,6,2,FI
19016,8,2,FI
19022,8,2,FI
19028,9,2,FI
19031,7,1,FI
19042,9,1,FI
19048,7,1,FI
19051,7,1,FI
19068,10,1,FI
19078,8,1,FI
19085,8,1,FI
19090,8,2,FI
19128,5,1,FI
19144,9,2,FI
19155,2,1,FI
19174,9,1,FI
19187,8,2,FI
19189,9,1,FI
19190,9,2,FI
19206,5,2,FI
19212,8,2,FI
19215,9,1,FI
19225,10,2,FI
19233,10,1,FI
19260,7,1,FI
19261,8,1,FI
19263,9,1,FI
19289,8,2,FI
19296,9,1,FI
19314,9,1,FI
19322,9,2,FI
19332,9,1,FI
19339,9,2,FI
19342,9,1,FI
19350,8,2,FI
19404,9,1,FI
19414,8,1,FI
19423,9,1,FI
19433,7,1,FI
19438,8,1,FI
19444,8,1,FI
19446,9,1,FI
19463,8,1,FI
19471,9,2,FI
19475,2,1,FI
19476,9,1,FI
19480,9,1,FI
19488,6,2,FI
19493,9,1,FI
19501,9,2,FI
19505,10,2,FI
19508,7,2,FI
19511,8,1,FI
19519,8,1,FI
19545,10,2,FI
19597,7,2,FI
19608,6,2,FI
19610,5,2,FI
19618,9,1,FI
19622,8,2,FI
19624,9,2,FI
19627,8,2,FI
19643,9,2,FI
19678,8,2,FI
19699,10,2,FI
19705,9,1,FI
19713,9,1,FI
19714,3,1,FI
19720,8,2,FI
19721,9,2,FI
19738,9,2,FI
19761,5,1,FI
19764,8,1,FI
19771,9,1,FI
19796,9,1,FI
19804,8,2,FI
19839,10,2,FI
19850,9,2,FI
19856,7,2,FI
19865,10,2,FI
19875,9,2,FI
19884,8,1,FI
19892,8,1,FI
19895,9,2,FI
19897,8,2,FI
19903,8,2,FI
19911,9,2,FI
19949,8,2,FI
19960,8,1,FI
19970,9,1,FI
19980,9,2,FI
19985,8,1,FI
20000,9,1,FI
20013,9,1,FI
20030,8,1,FI
20056,9,2,FI
20085,6,2,FI
20093,8,1,FI
20098,9,1,FI
20117,8,2,FI
20158,8,1,FI
20193,7,2,FI
20215,10,1,FI
20241,7,1,FI
20257,5,1,FI
20268,7,2,FI
20274,7,1,FI
20289,6,2,FI
20294,9,2,FI
20295,7,1,FI
20311,9,2,FI
20319,8,2,FI
20320,8,1,FI
20331,9,2,FI
20357,10,2,FI
20361,10,2,FI
20374,10,2,FI
20386,9,1,FI
20388,9,2,FI
20390,9,2,FI
20394,7,1,FI
20401,10,2,FI
20402,9,2,FI
20416,7,2,FI
20420,9,1,FI
20431,5,1,FI
20440,7,1,FI
20452,9,2,FI
20486,9,1,FI
20487,7,2,FI
20488,9,2,FI
20496,8,1,FI
20525,10,2,FI
20536,9,2,FI
20537,8,1,FI
20538,9,2,FI
20543,9,1,FI
20556,9,1,FI
20560,9,1,FI
20565,7,2,FI
20591,8,2,FI
20605,8,2,FI
20619,8,1,FI
20625,9,1,FI
20651,7,2,FI
20659,8,1,FI
20661,7,1,FI
20670,9,2,FI
20673,9,2,FI
20686,5,1,FI
20691,9,2,FI
20693,7,1,FI
20697,7,2,FI
20712,8,2,FI
20715,8,2,FI
20719,8,2,FI
20729,8,2,FI
20743,8,2,FI
20744,9,1,FI
20759,8,1,FI
20771,9,2,FI
20776,7,1,FI
20795,10,1,FI
20802,9,1,FI
20828,8,2,FI
20848,10,2,FI
20858,9,2,FI
20863,4,1,FI
20874,7,1,FI
20889,7,1,FI
20890,9,1,FI
20906,10,2,FI
20920,8,1,FI
20928,3,2,FI
20943,6,1,FI
20959,8,1,FI
20961,8,1,FI
20962,8,1,FI
20964,9,2,FI
20976,7,1,FI
20979,9,1,FI
21005,8,1,FI
21016,9,2,FI
21017,9,1,FI
21051,8,2,FI
21082,9,2,FI
21090,10,1,FI
21092,9,1,FI
21093,8,2,FI
21094,8,2,FI
21127,5,1,FI
21153,9,2,FI
21167,8,1,FI
21186,7,1,FI
21195,9,1,FI
21204,7,1,FI
21218,10,1,FI
21224,9,2,FI
21232,7,2,FI
21235,9,1,FI
21239,7,1,FI
21241,9,2,FI
21244,9,1,FI
21254,8,2,FI
21258,10,2,FI
21260,8,1,FI
21264,10,1,FI
21271,10,2,FI
21285,9,2,FI
21294,8,2,FI
21306,7,1,FI
21337,8,2,FI
21352,10,1,FI
21369,10,2,FI
21384,9,1,FI
21386,8,1,FI
21391,8,2,FI
21394,10,2,FI
21406,9,1,FI
21412,7,1,FI
21419,9,2,FI
21425,10,1,FI
21443,7,2,FI
21473,7,2,FI
21503,10,2,FI
21525,9,1,FI
21531,8,1,FI
21564,9,1,FI
21581,7,1,FI
21586,10,1,FI
21608,7,1,FI
21609,9,1,FI
21620,6,2,FI
21633,7,1,FI
21635,9,2,FI
21654,9,1,FI
21656,9,2,FI
21678,7,2,FI
21709,5,1,FI
21736,9,1,FI
21746,6,2,FI
21752,9,1,FI
21757,10,2,FI
21759,8,1,FI
21799,10,2,FI
21802,9,2,FI
21805,8,2,FI
21811,9,1,FI
21828,9,2,FI
21853,10,2,FI
21874,9,2,FI
21886,7,1,FI
21920,9,1,FI
21931,9,2,FI
21938,7,1,FI
21950,9,1,FI
21958,10,2,FI
21978,7,1,FI
21981,8,1,FI
21991,9,1,FI
21992,9,1,FI
22013,8,2,FI
22026,8,1,FI
22043,10,2,FI
22044,7,2,FI
22047,7,2,FI
22053,8,2,FI
22081,7,1,FI
22109,9,2,FI
22123,8,1,FI
22145,8,1,FI
22152,8,1,FI
22176,8,1,FI
22187,10,2,FI
22197,8,1,FI
22228,9,1,FI
22230,8,2,FI
22233,8,2,FI
22238,9,1,FI
22273,8,2,FI
22274,10,2,FI
22292,8,1,FI
22294,9,1,FI
22300,6,1,FI
22311,9,1,FI
22316,7,2,FI
22319,10,2,FI
22324,9,1,FI
22335,9,2,FI
22346,9,1,FI
22370,8,2,FI
22375,9,1,FI
22404,7,1,FI
22415,6,1,FI
22416,8,2,FI
22418,10,2,FI
22472,9,2,FI
22497,9,2,FI
22505,10,1,FI
22509,9,2,FI
22516,10,2,FI
22542,8,2,FI
22552,9,2,FI
22555,9,2,FI
22561,9,1,FI
22571,9,1,FI
22588,8,1,FI
22604,7,1,FI
22607,9,1,FI
22613,10,2,FI
22630,5,2,FI
22632,8,2,FI
22636,9,1,FI
22658,8,2,FI
22666,9,2,FI
22669,9,2,FI
22673,8,2,FI
22687,7,1,FI
22693,8,1,FI
22728,8,2,FI
22751,9,1,FI
22781,9,2,FI
22791,7,1,FI
22799,9,2,FI
22810,10,1,FI
22811,9,1,FI
22817,9,2,FI
22830,7,1,FI
22836,7,2,FI
22839,10,1,FI
22845,9,1,FI
22858,10,1,FI
22860,7,2,FI
22873,10,1,FI
22889,7,2,FI
22892,9,2,FI
22901,9,2,FI
22903,7,1,FI
22913,8,2,FI
22932,9,2,FI
22941,9,1,FI
22947,8,2,FI
22949,8,2,FI
22957,10,2,FI
22959,8,1,FI
23004,7,1,FI
23008,9,1,FI
23047,10,2,FI
23048,8,2,FI
23050,4,1,FI
23058,9,1,FI
23060,4,1,FI
23065,8,1,FI
23076,9,1,FI
23084,5,1,FI
23088,7,1,FI
23090,9,2,FI
23091,9,2,FI
23092,8,2,FI
23109,9,1,FI
23135,8,1,FI
23141,10,2,FI
23147,8,2,FI
23153,8,2,FI
23184,9,2,FI
23194,9,2,FI
23212,7,1,FI
23218,8,2,FI
23263,8,2,FI
23276,9,2,FI
23290,7,1,FI
23309,9,2,FI
23334,5,1,FI
23343,8,2,FI
23344,5,2,FI
23349,8,2,FI
23351,9,1,FI
23355,9,1,FI
23368,9,1,FI
23383,8,1,FI
23400,8,1,FI
23402,5,1,FI
23411,9,2,FI
23419,8,2,FI
23445,8,1,FI
23472,9,2,FI
23479,9,1,FI
23482,8,1,FI
23493,7,1,FI
23516,8,2,FI
23539,8,2,FI
23557,8,2,FI
23568,7,2,FI
23572,5,2,FI
23573,2,2,FI
23592,8,2,FI
