idno,stflife,gndr,cntry
69365,7,1,ME
69379,7,1,ME
69433,7,1,ME
69482,6,1,ME
69490,9,2,ME
69549,3,2,ME
69559,8,1,ME
69568,6,1,ME
69571,6,2,ME
69580,10,1,ME
69581,4,2,ME
69673,7,2,ME
69696,3,1,ME
69734,5,1,ME
69785,6,1,ME
69807,0,2,ME
69825,9,2,ME
69843,7,1,ME
69845,7,1,ME
69872,8,2,ME
69878,6,2,ME
70003,NA,2,ME
70058,10,1,ME
70083,7,1,ME
70168,5,2,ME
70200,5,1,ME
70207,8,1,ME
70214,6,1,ME
70305,6,2,ME
70324,9,1,ME
70350,6,2,ME
70379,7,2,ME
70395,7,2,ME
70421,7,2,ME
70459,8,2,ME
70513,5,1,ME
70521,7,2,ME
70527,5,2,ME
70540,3,1,ME
70558,5,1,ME
70571,8,2,ME
70612,7,1,ME
70629,5,1,ME
70651,8,1,ME
70703,1,1,ME
70730,6,1,ME
70814,10,2,ME
70850,10,1,ME
70860,3,1,ME
70874,0,1,ME
70882,6,2,ME
70913,7,1,ME
70918,3,1,ME
70952,6,2,ME
70953,6,1,ME
70956,10,1,ME
70987,9,2,ME
70989,6,2,ME
71020,8,2,ME
71022,3,2,ME
71029,7,2,ME
71032,8,2,ME
71063,7,1,ME
71107,5,2,ME
71113,9,1,ME
71121,8,2,ME
71141,8,2,ME
71146,8,2,ME
71182,7,2,ME
71318,7,1,ME
71328,9,1,ME
71379,5,2,ME
71400,4,1,ME
71402,2,1,ME
71526,8,2,ME
71531,8,2,ME
71536,8,2,ME
71575,10,2,ME
71610,5,1,ME
71614,4,1,ME
71673,7,2,ME
71703,6,2,ME
71740,10,2,ME
71787,7,1,ME
71788,8,2,ME
71832,10,1,ME
71859,8,1,ME
71876,7,2,ME
71935,5,2,ME
71961,4,1,ME
71982,3,2,ME
72030,10,1,ME
72116,10,1,ME
72121,8,1,ME
72124,8,2,ME
72198,7,1,ME
72241,5,2,ME
72246,10,2,ME
72345,8,1,ME
72363,7,1,ME
72372,6,1,ME
72400,10,2,ME
72402,5,2,ME
72463,10,2,ME
72494,5,2,ME
72521,10,2,ME
72559,8,2,ME
72564,2,2,ME
72595,6,2,ME
72606,5,2,ME
72626,6,1,ME
72638,5,1,ME
72664,8,2,ME
72732,2,1,ME
72733,9,2,ME
72758,7,1,ME
72770,NA,2,ME
72818,9,2,ME
72886,8,1,ME
72921,7,2,ME
72957,5,1,ME
72962,10,1,ME
72996,9,1,ME
73004,6,2,ME
73053,8,1,ME
73077,8,1,ME
73171,7,1,ME
73189,6,1,ME
73202,9,2,ME
73222,6,2,ME
73228,7,1,ME
73237,0,2,ME
73337,4,2,ME
73503,10,2,ME
73516,8,1,ME
73577,5,1,ME
73623,10,2,ME
73626,3,1,ME
73629,6,2,ME
73664,7,1,ME
73677,4,1,ME
73680,4,1,ME
73693,8,1,ME
73698,10,2,ME
73773,10,2,ME
73785,9,1,ME
73806,5,1,ME
73832,5,1,ME
73840,8,1,ME
73842,8,2,ME
73863,7,1,ME
73867,10,1,ME
73900,9,1,ME
73923,5,2,ME
73942,7,1,ME
73996,5,2,ME
74037,7,2,ME
74048,7,2,ME
74158,8,1,ME
74199,8,2,ME
74223,6,1,ME
74250,2,1,ME
74344,7,1,ME
74371,8,1,ME
74373,8,1,ME
74380,10,2,ME
74388,4,1,ME
74397,10,2,ME
74416,6,1,ME
74439,7,2,ME
74476,3,2,ME
74495,8,1,ME
74504,7,1,ME
74505,6,1,ME
74515,10,1,ME
74530,5,1,ME
74560,10,1,ME
74569,7,1,ME
74595,1,1,ME
74645,7,1,ME
74652,3,1,ME
74672,7,1,ME
74685,8,2,ME
74690,3,1,ME
74696,5,1,ME
74718,8,1,ME
74745,8,1,ME
74746,7,2,ME
74763,3,2,ME
74806,3,1,ME
74845,6,1,ME
74879,5,1,ME
74898,8,1,ME
74899,4,2,ME
74902,7,2,ME
75005,8,2,ME
75031,5,1,ME
75093,10,2,ME
75094,7,1,ME
75106,10,2,ME
75156,3,2,ME
75210,7,1,ME
75218,6,1,ME
75219,7,2,ME
75236,8,2,ME
75300,9,1,ME
75371,9,2,ME
75388,8,1,ME
75401,3,1,ME
75414,6,2,ME
75426,5,2,ME
75450,9,2,ME
75458,10,2,ME
75473,7,2,ME
75478,6,2,ME
75529,4,1,ME
75531,9,2,ME
75545,10,2,ME
75548,4,2,ME
75647,10,1,ME
75708,10,2,ME
75775,10,2,ME
75785,7,1,ME
75797,5,2,ME
75799,2,2,ME
75807,0,2,ME
75818,8,2,ME
75823,8,1,ME
75849,8,1,ME
75870,10,1,ME
75944,4,1,ME
75952,10,1,ME
75969,8,2,ME
76010,9,2,ME
76034,2,2,ME
76089,8,1,ME
76093,8,1,ME
76095,7,1,ME
76131,8,1,ME
76137,7,2,ME
76180,7,2,ME
76210,8,2,ME
76266,8,1,ME
76282,8,1,ME
76395,10,1,ME
76471,7,2,ME
76499,5,2,ME
76502,10,1,ME
76510,7,2,ME
76522,3,1,ME
76544,6,2,ME
76557,7,1,ME
76638,7,2,ME
76821,2,1,ME
76870,6,1,ME
76886,8,1,ME
76910,8,1,ME
76925,10,1,ME
76982,5,1,ME
77008,8,2,ME
77012,10,2,ME
77021,2,2,ME
77036,10,1,ME
77071,7,1,ME
77095,8,2,ME
77098,5,1,ME
77106,7,2,ME
77132,4,2,ME
77167,4,1,ME
77210,10,2,ME
77264,2,2,ME
77289,4,2,ME
77294,7,2,ME
77336,8,1,ME
77364,5,2,ME
77381,6,1,ME
77422,5,2,ME
77423,9,1,ME
77540,7,2,ME
77551,1,1,ME
77596,7,1,ME
77624,10,1,ME
77654,8,2,ME
77689,7,1,ME
77713,7,1,ME
77718,9,2,ME
77721,5,2,ME
77749,5,1,ME
77804,10,1,ME
77859,4,1,ME
77890,7,1,ME
78008,6,2,ME
78073,7,1,ME
78129,8,1,ME
78230,10,2,ME
78376,6,2,ME
78426,5,1,ME
78430,8,2,ME
78438,8,1,ME
78441,8,2,ME
78477,8,1,ME
78485,7,2,ME
78496,9,1,ME
78514,8,2,ME
78526,7,1,ME
78529,3,1,ME
78534,8,1,ME
78537,4,1,ME
78605,9,2,ME
78622,7,2,ME
78646,5,1,ME
78652,10,2,ME
78670,10,2,ME
78693,10,1,ME
78738,6,2,ME
78780,3,2,ME
78786,8,2,ME
78822,8,1,ME
78847,8,1,ME
78888,2,2,ME
78899,8,1,ME
78912,7,2,ME
78928,7,2,ME
78935,6,1,ME
78980,8,2,ME
79007,9,1,ME
79037,8,1,ME
79073,7,1,ME
79076,5,1,ME
79085,6,1,ME
79088,8,2,ME
79093,10,1,ME
79097,8,2,ME
79102,7,1,ME
79124,8,1,ME
79231,8,2,ME
79233,10,2,ME
79241,7,2,ME
79281,10,1,ME
79289,7,1,ME
79294,10,2,ME
79438,5,2,ME
79461,7,1,ME
79497,NA,2,ME
79501,8,1,ME
79539,8,2,ME
79615,8,2,ME
79733,10,2,ME
79734,5,2,ME
79780,8,1,ME
79783,10,2,ME
79819,3,1,ME
79833,10,2,ME
79866,7,1,ME
79873,8,1,ME
79878,7,1,ME
79883,8,2,ME
79885,10,1,ME
79889,10,1,ME
79903,8,2,ME
79957,3,2,ME
80052,8,1,ME
80057,7,1,ME
80101,8,1,ME
80160,10,1,ME
80178,5,1,ME
80226,10,2,ME
80233,9,1,ME
80243,8,2,ME
80251,8,1,ME
80270,7,2,ME
80296,8,1,ME
80343,10,2,ME
80357,4,1,ME
80409,5,1,ME
80449,7,1,ME
80464,9,1,ME
80487,7,1,ME
80519,7,1,ME
80521,0,1,ME
80529,6,1,ME
80561,5,2,ME
80566,8,2,ME
80587,8,2,ME
80643,3,2,ME
80652,5,1,ME
80717,6,2,ME
80756,10,2,ME
80779,9,2,ME
80801,7,2,ME
80831,8,2,ME
80868,10,1,ME
80891,9,2,ME
80924,9,1,ME
80927,10,2,ME
80968,7,1,ME
80969,7,1,ME
81028,8,2,ME
81033,4,2,ME
81041,7,1,ME
81087,9,2,ME
81136,8,2,ME
81145,6,2,ME
81172,10,1,ME
81177,5,2,ME
81198,8,1,ME
81205,3,2,ME
81206,8,1,ME
81253,10,2,ME
81272,6,2,ME
81290,7,2,ME
81293,5,2,ME
81351,10,1,ME
81409,3,1,ME
81418,8,2,ME
81475,8,2,ME
81558,7,2,ME
81567,4,2,ME
81597,7,2,ME
81635,10,2,ME
81661,7,1,ME
81674,9,2,ME
81693,8,1,ME
81718,9,2,ME
81721,6,2,ME
81722,10,2,ME
81778,8,2,ME
81813,10,2,ME
81887,7,1,ME
81915,5,1,ME
81920,7,1,ME
81925,7,1,ME
81982,4,1,ME
82013,6,2,ME
82033,3,1,ME
82047,4,1,ME
82071,5,1,ME
82097,3,1,ME
82100,10,2,ME
82144,8,2,ME
82150,9,1,ME
82181,9,1,ME
10002,5,1,MK
10004,2,2,MK
10014,4,2,MK
10024,6,1,MK
10027,7,1,MK
10053,6,1,MK
10055,0,2,MK
10062,6,2,MK
10068,8,2,MK
10072,9,1,MK
10077,7,2,MK
10078,5,2,MK
10081,5,2,MK
10083,3,2,MK
10088,4,2,MK
10089,3,2,MK
10093,10,2,MK
10114,4,2,MK
10130,6,2,MK
10136,6,2,MK
10141,10,2,MK
10145,7,2,MK
10146,5,2,MK
10156,4,1,MK
10169,6,2,MK
10180,7,1,MK
10206,0,2,MK
10220,6,2,MK
10251,6,2,MK
10265,4,1,MK
10273,8,2,MK
10274,5,2,MK
10288,4,1,MK
10297,9,1,MK
10298,10,1,MK
10313,1,2,MK
10314,5,2,MK
10318,5,2,MK
10319,8,1,MK
10329,7,1,MK
10334,9,2,MK
10369,9,1,MK
10379,5,1,MK
10394,7,1,MK
10404,2,2,MK
10421,0,2,MK
10422,5,2,MK
10427,4,1,MK
10445,8,1,MK
10454,7,2,MK
10465,9,1,MK
10482,8,2,MK
10491,2,2,MK
10528,5,2,MK
10542,10,1,MK
10558,8,1,MK
10567,8,2,MK
10575,8,1,MK
10599,7,2,MK
10603,6,2,MK
10626,7,2,MK
10640,7,1,MK
10680,8,1,MK
10687,0,2,MK
10722,6,1,MK
10724,10,1,MK
10745,2,2,MK
10757,7,1,MK
10779,8,2,MK
10780,9,2,MK
10783,5,2,MK
10784,5,2,MK
10819,6,2,MK
10827,10,2,MK
10831,5,1,MK
10838,6,2,MK
10848,4,2,MK
10858,5,2,MK
10865,6,1,MK
10892,7,2,MK
10898,5,2,MK
10914,5,1,MK
10917,9,2,MK
10969,9,2,MK
10989,4,2,MK
11021,8,1,MK
11038,6,1,MK
11043,4,2,MK
11049,10,2,MK
11065,6,1,MK
11070,7,1,MK
11075,0,2,MK
11105,7,2,MK
11108,6,1,MK
11131,10,2,MK
11147,3,2,MK
11156,7,2,MK
11160,5,2,MK
11169,7,1,MK
11218,3,2,MK
11220,2,1,MK
11222,10,2,MK
11225,7,2,MK
11227,4,1,MK
11237,5,2,MK
11239,4,2,MK
11261,2,1,MK
11284,7,1,MK
11302,NA,2,MK
11328,5,1,MK
11344,10,2,MK
11365,5,1,MK
11372,6,1,MK
11387,8,1,MK
11413,6,2,MK
11429,3,2,MK
11432,5,2,MK
11447,7,2,MK
11451,2,2,MK
11466,7,2,MK
11469,1,1,MK
11470,7,2,MK
11475,10,1,MK
11498,4,2,MK
11565,5,2,MK
11570,10,1,MK
11597,5,2,MK
11604,6,2,MK
11630,10,1,MK
11635,7,1,MK
11637,8,1,MK
11672,8,2,MK
11688,7,2,MK
11691,7,1,MK
11699,3,2,MK
11702,8,1,MK
11715,6,2,MK
11720,7,1,MK
11761,6,2,MK
11783,8,1,MK
11786,5,2,MK
11808,10,1,MK
11813,10,2,MK
11817,5,2,MK
11835,9,2,MK
11848,7,1,MK
11850,8,1,MK
11854,2,2,MK
11867,8,2,MK
11868,6,1,MK
11899,9,1,MK
11911,9,1,MK
11918,5,2,MK
11922,4,1,MK
11934,6,1,MK
11936,6,1,MK
11944,7,2,MK
11953,2,1,MK
11958,7,1,MK
11962,10,2,MK
11982,10,2,MK
12023,5,2,MK
12026,5,1,MK
12039,8,1,MK
12069,9,1,MK
12090,9,1,MK
12092,3,2,MK
12117,10,1,MK
12118,10,1,MK
12125,7,2,MK
12137,10,1,MK
12173,9,1,MK
12185,6,1,MK
12200,8,2,MK
12214,5,1,MK
12221,6,2,MK
12231,8,1,MK
12250,5,2,MK
12259,8,2,MK
12262,8,1,MK
12280,9,2,MK
12284,0,1,MK
12285,5,2,MK
12301,9,2,MK
12306,8,2,MK
12333,7,2,MK
12336,8,1,MK
12355,2,1,MK
12362,6,1,MK
12364,6,2,MK
12371,5,1,MK
12380,7,1,MK
12386,10,2,MK
12388,5,2,MK
12402,10,2,MK
12412,5,1,MK
12430,0,2,MK
12438,8,2,MK
12441,10,1,MK
12459,5,2,MK
12476,0,2,MK
12492,6,1,MK
12508,10,1,MK
12519,9,2,MK
12540,9,1,MK
12542,8,1,MK
12570,3,1,MK
12585,5,1,MK
12589,1,2,MK
12591,NA,2,MK
12592,NA,1,MK
12634,10,1,MK
12715,4,2,MK
12717,8,1,MK
12749,4,1,MK
12757,8,1,MK
12792,9,1,MK
12846,0,1,MK
12850,6,2,MK
12854,2,2,MK
12863,8,1,MK
12880,5,1,MK
12887,2,1,MK
12890,8,1,MK
12891,8,1,MK
12893,2,1,MK
12900,5,1,MK
12910,7,1,MK
12915,9,1,MK
12924,7,1,MK
12930,10,2,MK
12931,3,2,MK
12946,6,1,MK
12961,9,2,MK
12969,5,2,MK
12971,6,1,MK
12987,7,2,MK
12995,8,2,MK
13029,7,2,MK
13030,5,2,MK
13032,5,2,MK
13037,2,2,MK
13039,10,1,MK
13041,5,1,MK
13068,10,1,MK
13079,7,2,MK
13082,6,1,MK
13104,5,2,MK
13142,6,2,MK
13156,7,2,MK
13167,5,1,MK
13170,10,1,MK
13178,10,1,MK
13186,5,1,MK
13192,9,2,MK
13193,9,2,MK
13201,3,1,MK
13216,7,2,MK
13228,5,1,MK
13232,10,2,MK
13237,4,2,MK
13267,0,2,MK
13272,7,2,MK
13288,5,1,MK
13300,6,2,MK
13303,3,2,MK
13318,NA,2,MK
13319,8,2,MK
13331,5,1,MK
13340,10,2,MK
13346,5,2,MK
13405,8,1,MK
13423,7,2,MK
13427,8,2,MK
13443,4,2,MK
13459,8,2,MK
13484,7,2,MK
13486,8,1,MK
13497,NA,2,MK
13508,10,2,MK
13573,5,1,MK
13586,7,2,MK
13592,0,1,MK
13619,8,2,MK
13629,4,1,MK
13637,NA,1,MK
13660,6,1,MK
13675,10,2,MK
13688,4,2,MK
13689,2,2,MK
13691,9,2,MK
13697,10,1,MK
13698,10,1,MK
13726,9,2,MK
13737,10,2,MK
13757,10,1,MK
13777,5,2,MK
13793,2,2,MK
13795,5,1,MK
13804,5,1,MK
13809,6,1,MK
13870,8,1,MK
13884,7,2,MK
13913,5,1,MK
13967,6,2,MK
13981,10,1,MK
13994,4,2,MK
14001,2,2,MK
14006,4,2,MK
14014,7,1,MK
14020,5,1,MK
14032,5,2,MK
14033,5,1,MK
14063,8,1,MK
14070,7,2,MK
14075,5,2,MK
14083,5,2,MK
14084,10,2,MK
14090,6,2,MK
14096,10,2,MK
14123,7,2,MK
14148,10,2,MK
14159,6,2,MK
14169,8,1,MK
14170,6,1,MK
14181,8,2,MK
14200,8,2,MK
14206,5,1,MK
14230,10,1,MK
14234,4,2,MK
14243,4,1,MK
14284,NA,2,MK
14293,NA,1,MK
14297,8,2,MK
14314,8,1,MK
14327,8,2,MK
14369,4,2,MK
14385,4,2,MK
14390,7,1,MK
14395,8,2,MK
14399,3,2,MK
14402,8,2,MK
14403,10,1,MK
14408,5,2,MK
14414,10,2,MK
14425,6,1,MK
14444,8,2,MK
14452,6,1,MK
14458,5,2,MK
14481,7,1,MK
14487,7,2,MK
14497,5,1,MK
14504,2,1,MK
14517,7,1,MK
14518,8,2,MK
14524,8,2,MK
14531,7,1,MK
14536,8,2,MK
14544,10,1,MK
14547,8,1,MK
14548,7,1,MK
14564,4,2,MK
14579,8,2,MK
14599,8,1,MK
14605,8,2,MK
14625,5,2,MK
14627,7,1,MK
14631,2,1,MK
14639,7,2,MK
14648,4,2,MK
14657,NA,2,MK
14670,0,2,MK
14686,5,1,MK
14709,10,2,MK
14722,4,2,MK
14737,8,1,MK
14738,10,2,MK
14760,7,1,MK
14780,6,2,MK
14792,10,1,MK
14801,7,1,MK
14824,7,2,MK
14841,3,2,MK
14851,10,2,MK
14854,6,2,MK
14860,5,2,MK
14898,7,1,MK
14907,5,2,MK
14930,8,2,MK
14957,9,2,MK
14962,8,1,MK
14974,6,1,MK
14980,6,1,MK
15015,5,1,MK
15021,0,2,MK
15044,5,1,MK
15049,9,2,MK
15055,7,2,MK
15059,3,1,MK
15063,3,1,MK
15084,7,2,MK
15093,0,2,MK
15108,8,2,MK
15129,5,2,MK
15135,8,2,MK
15138,9,2,MK
15164,6,1,MK
15177,9,1,MK
15206,10,2,MK
15208,10,2,MK
15209,5,1,MK
15227,5,2,MK
15244,1,1,MK
15255,3,1,MK
15262,7,2,MK
15272,6,2,MK
15278,2,2,MK
15294,9,1,MK
15315,7,2,MK
15326,8,1,MK
15334,5,2,MK
15355,3,2,MK
15359,8,1,MK
15362,8,2,MK
15387,0,2,MK
15392,5,2,MK
15403,9,1,MK
15415,2,2,MK
15424,8,1,MK
15443,2,1,MK
15472,2,2,MK
15493,3,1,MK
15500,2,1,MK
15509,8,2,MK
15518,5,1,MK
15525,5,1,MK
15535,5,1,MK
15536,7,1,MK
15539,0,2,MK
15545,1,2,MK
15561,6,1,MK
15565,6,2,MK
15580,7,2,MK
15594,6,1,MK
15595,6,2,MK
15612,10,1,MK
15618,8,1,MK
15623,10,1,MK
15626,8,1,MK
15632,0,2,MK
15633,9,1,MK
15656,4,1,MK
15682,5,1,MK
15702,9,2,MK
15705,10,2,MK
15710,10,1,MK
15719,0,2,MK
15741,8,1,MK
15742,7,2,MK
15747,5,1,MK
15750,8,1,MK
15780,9,1,MK
15817,6,2,MK
15818,3,2,MK
15834,7,2,MK
15842,8,2,MK
15856,4,2,MK
15867,3,1,MK
15870,10,2,MK
15916,10,2,MK
15925,7,2,MK
15933,5,1,MK
15945,6,1,MK
15947,6,1,MK
15978,5,2,MK
15979,5,1,MK
15996,6,1,MK
16011,10,2,MK
16015,6,2,MK
16030,7,1,MK
16055,8,2,MK
16092,5,1,MK
16100,0,2,MK
16128,5,1,MK
16148,5,1,MK
16150,0,2,MK
16152,6,2,MK
16156,10,1,MK
16197,6,2,MK
16198,5,1,MK
16234,8,1,MK
16255,7,2,MK
16267,NA,1,MK
16284,6,2,MK
16293,5,2,MK
16305,4,2,MK
16331,3,1,MK
16332,6,2,MK
16337,4,1,MK
16346,9,1,MK
16359,7,2,MK
16366,5,1,MK
16375,8,1,MK
16401,5,1,MK
16415,8,1,MK
16418,7,2,MK
16424,6,1,MK
16428,8,2,MK
16436,6,2,MK
16440,9,1,MK
16452,7,2,MK
16469,9,2,MK
16470,8,2,MK
16477,6,1,MK
16488,8,1,MK
16516,6,2,MK
16537,9,1,MK
16539,0,2,MK
16560,5,2,MK
16568,10,2,MK
16595,8,1,MK
16601,8,2,MK
16634,0,2,MK
16643,6,2,MK
16650,6,2,MK
16653,9,2,MK
16656,7,2,MK
16663,8,1,MK
16689,5,1,MK
16703,9,2,MK
16718,8,2,MK
16720,10,2,MK
16738,5,1,MK
16750,9,2,MK
16751,8,1,MK
16761,6,1,MK
16762,10,1,MK
16766,5,1,MK
16773,2,2,MK
16776,10,1,MK
16780,10,1,MK
16806,8,1,MK
16847,5,1,MK
16872,0,2,MK
16882,5,1,MK
16899,7,1,MK
16905,5,2,MK
16907,7,1,MK
16925,8,2,MK
16940,2,2,MK
16948,7,2,MK
16950,5,2,MK
16960,10,1,MK
16966,10,2,MK
16997,5,1,MK
17030,5,1,MK
17076,5,2,MK
17086,7,1,MK
17092,NA,1,MK
17105,10,2,MK
17111,10,2,MK
17129,5,1,MK
17132,8,2,MK
17150,8,2,MK
17182,6,1,MK
17187,5,2,MK
17188,10,2,MK
17215,1,2,MK
17219,6,2,MK
17231,6,2,MK
17239,7,2,MK
17244,6,1,MK
17247,8,2,MK
17259,0,2,MK
17270,10,2,MK
17274,8,1,MK
17280,5,1,MK
17284,5,1,MK
17317,5,2,MK
17326,5,2,MK
17329,7,1,MK
17330,8,2,MK
17337,5,2,MK
17366,8,1,MK
17371,1,2,MK
17382,7,1,MK
17388,6,1,MK
17401,6,2,MK
17411,5,2,MK
17416,7,2,MK
17429,10,2,MK
17457,8,1,MK
17476,1,1,MK
17481,7,1,MK
17484,10,1,MK
17486,7,1,MK
17498,7,2,MK
17502,5,1,MK
17536,8,2,MK
17539,2,2,MK
17541,0,2,MK
17566,5,2,MK
17586,8,2,MK
17594,6,1,MK
17613,3,1,MK
17614,8,2,MK
17615,5,2,MK
17639,7,2,MK
17647,4,2,MK
17682,3,2,MK
17687,2,1,MK
17691,6,1,MK
17707,7,1,MK
17732,8,1,MK
17738,5,1,MK
17750,7,2,MK
17781,3,2,MK
17785,8,2,MK
17795,5,1,MK
17840,5,1,MK
17847,5,2,MK
17848,6,2,MK
17867,3,2,MK
17894,9,2,MK
17909,10,2,MK
17911,10,2,MK
17913,5,1,MK
17914,4,2,MK
17935,10,2,MK
17962,8,1,MK
17972,9,1,MK
18002,10,1,MK
18009,7,2,MK
18011,10,1,MK
18015,7,1,MK
18027,9,1,MK
18032,7,2,MK
18063,8,2,MK
18087,4,1,MK
18118,8,2,MK
18136,9,2,MK
18142,8,1,MK
18176,4,2,MK
18180,6,2,MK
18190,10,2,MK
18217,7,1,MK
18228,10,1,MK
18232,10,2,MK
18243,7,2,MK
18245,4,1,MK
18251,10,1,MK
18278,9,1,MK
18296,8,2,MK
18332,9,1,MK
18339,5,1,MK
18347,6,1,MK
18365,7,2,MK
18368,9,1,MK
18380,6,2,MK
18381,6,2,MK
18394,5,2,MK
18397,0,2,MK
18399,10,2,MK
18402,5,1,MK
18403,8,2,MK
18408,8,2,MK
18434,10,2,MK
18448,5,1,MK
18458,3,1,MK
18469,10,1,MK
18475,6,1,MK
18479,2,1,MK
18489,4,1,MK
18495,4,1,MK
18498,10,1,MK
18511,6,2,MK
18535,8,1,MK
18544,5,2,MK
18546,10,1,MK
18551,3,2,MK
18568,3,1,MK
18593,5,1,MK
18604,5,2,MK
18619,5,2,MK
18624,8,2,MK
18630,5,1,MK
18635,5,2,MK
18647,10,2,MK
18649,5,1,MK
18650,8,2,MK
18674,5,2,MK
18678,7,1,MK
18687,8,2,MK
18693,6,2,MK
18704,10,2,MK
18707,1,2,MK
18717,7,1,MK
18718,8,2,MK
18723,9,2,MK
18730,6,2,MK
18731,9,1,MK
18749,7,2,MK
18767,7,1,MK
18799,10,1,MK
18812,9,2,MK
18818,4,1,MK
18833,8,1,MK
18835,5,1,MK
18837,10,2,MK
18841,5,2,MK
18844,8,1,MK
18852,8,1,MK
18863,8,2,MK
18891,5,1,MK
18897,6,2,MK
18900,9,2,MK
18907,8,2,MK
18926,8,2,MK
18933,6,2,MK
18963,9,2,MK
18964,7,2,MK
18973,3,1,MK
18977,6,2,MK
18979,5,1,MK
18984,8,2,MK
19002,8,1,MK
19018,NA,2,MK
19019,10,2,MK
19029,6,1,MK
19031,6,2,MK
19032,7,2,MK
19042,8,1,MK
19044,7,1,MK
19046,3,1,MK
19048,8,1,MK
19074,6,2,MK
19078,5,1,MK
19084,8,1,MK
19085,8,2,MK
19128,7,2,MK
19155,5,1,MK
19161,10,2,MK
19189,6,1,MK
19190,10,2,MK
19202,2,1,MK
19232,9,2,MK
19235,6,1,MK
19238,7,1,MK
19249,8,2,MK
19252,7,1,MK
19261,0,1,MK
19262,8,2,MK
19263,5,1,MK
19266,5,1,MK
19285,7,2,MK
19314,3,1,MK
19315,9,2,MK
19317,10,2,MK
19342,2,2,MK
19347,6,1,MK
19353,8,2,MK
19366,9,1,MK
19380,8,1,MK
19423,9,2,MK
19442,4,2,MK
19476,3,2,MK
19486,3,1,MK
19491,3,1,MK
19493,10,2,MK
19498,8,2,MK
19502,8,1,MK
19511,7,2,MK
19519,8,2,MK
19524,0,2,MK
19580,7,1,MK
19590,6,1,MK
19608,5,2,MK
19610,6,2,MK
19618,9,2,MK
19642,9,1,MK
19705,4,1,MK
19722,5,2,MK
19757,10,1,MK
19766,2,2,MK
19771,3,2,MK
19780,10,2,MK
19789,3,2,MK
19790,0,2,MK
19796,5,2,MK
19798,7,2,MK
19833,8,1,MK
19847,8,1,MK
19870,4,2,MK
19873,5,1,MK
19874,6,2,MK
19884,8,1,MK
19960,6,2,MK
19965,10,2,MK
19970,7,1,MK
19985,9,2,MK
19996,8,1,MK
20015,2,2,MK
20078,8,1,MK
20080,9,2,MK
20082,6,1,MK
20089,9,1,MK
20093,2,1,MK
20098,7,2,MK
20137,5,2,MK
20158,5,1,MK
20171,7,2,MK
20192,4,1,MK
20203,10,2,MK
20215,5,1,MK
20218,6,1,MK
20221,8,2,MK
20228,9,2,MK
20241,7,2,MK
20254,6,1,MK
20256,8,1,MK
20257,5,1,MK
20274,6,2,MK
20297,8,1,MK
20308,5,2,MK
20320,7,2,MK
20333,10,2,MK
20342,2,1,MK
20377,10,2,MK
20383,10,1,MK
20386,5,1,MK
20394,6,1,MK
20431,4,2,MK
20440,7,1,MK
20443,5,2,MK
20479,10,2,MK
20484,9,2,MK
20486,4,2,MK
20493,5,2,MK
20496,7,2,MK
20497,8,1,MK
20501,8,1,MK
20504,7,2,MK
20535,3,2,MK
20549,10,1,MK
20556,5,1,MK
20557,9,1,MK
20589,6,1,MK
20611,7,1,MK
20619,5,2,MK
20649,10,2,MK
20659,9,2,MK
20686,9,2,MK
20696,7,1,MK
20697,1,2,MK
20727,3,2,MK
20744,7,1,MK
20759,NA,2,MK
20767,5,2,MK
20771,8,2,MK
20776,5,2,MK
20792,9,2,MK
20802,0,1,MK
20807,3,1,MK
20855,8,2,MK
20871,9,1,MK
20921,5,1,MK
21020,8,1,MK
21043,8,2,MK
21055,6,1,MK
21090,5,2,MK
21092,8,2,MK
21127,6,2,MK
21140,6,2,MK
21167,5,1,MK
21179,10,2,MK
21190,8,1,MK
21215,5,1,MK
21218,3,2,MK
21221,6,1,MK
21223,7,1,MK
21226,8,2,MK
21228,10,2,MK
21235,6,1,MK
21239,8,1,MK
21246,3,1,MK
21264,6,2,MK
21278,10,2,MK
21306,10,2,MK
21338,8,1,MK
21350,7,2,MK
21384,5,2,MK
21386,6,1,MK
21393,4,1,MK
21406,4,2,MK
21417,5,1,MK
21422,7,2,MK
21432,10,2,MK
21434,10,2,MK
21438,7,2,MK
21456,2,1,MK
21508,7,2,MK
21525,5,2,MK
21534,8,1,MK
21535,7,2,MK
21574,8,2,MK
21581,7,2,MK
21586,7,2,MK
21608,7,1,MK
21676,7,2,MK
21684,7,2,MK
21688,9,2,MK
21699,7,2,MK
21736,8,2,MK
21742,2,2,MK
21748,6,1,MK
21750,10,2,MK
21752,9,1,MK
21772,0,2,MK
21788,6,1,MK
21795,7,1,MK
21797,9,1,MK
21811,9,2,MK
21861,2,2,MK
21891,3,2,MK
21898,8,2,MK
21899,9,2,MK
21938,8,1,MK
21943,5,2,MK
21946,8,2,MK
21949,7,1,MK
21950,5,1,MK
21974,10,2,MK
21978,8,1,MK
21981,7,1,MK
21991,10,1,MK
21992,9,2,MK
22001,0,2,MK
22016,5,1,MK
22069,8,2,MK
22086,9,1,MK
22096,7,2,MK
22097,7,2,MK
22132,7,1,MK
22168,2,2,MK
22172,8,1,MK
22173,1,1,MK
22178,7,2,MK
22217,8,2,MK
22218,2,2,MK
22232,5,1,MK
22237,9,2,MK
22238,0,1,MK
22242,6,1,MK
22249,0,1,MK
